final_balance,income_mean,outcome_mean,incomes_max,incomes_min,outcomes_max,outcomes_min,fequent_operation_hour
4075.96,487.86,474.37,990.67,17.04,973.58,30.03,12
391.44,452.37,527.5,998.31,9.45,973.84,9.64,22
-13045.93,551.11,500.57,984.43,47.69,989.28,34.91,0
-10.21,583.06,520.95,993.25,20.59,973.46,141.17,23
3927.88,508.24,483.14,929.36,77.53,925.55,14.73,9
-6341.23,432.25,504.33,986.6,29.17,983.67,43.22,8
-1836.04,538.17,525.51,967.38,6.49,892.75,73.65,23
1907.47,534.71,473.11,991.69,2.77,966.28,8.96,2
-1276,587.76,515.16,994.62,3.08,971.65,30.93,10
-1335.19,430.5,488.18,969.16,16.09,994.06,10.54,17
-2062.44,463.7,493.3,991.68,39.36,971.9,25.17,10
7674.22,484.49,466.3,945.85,15.14,994.59,1.07,8
80.01,519.4,533.57,958.23,18.09,992.22,15.96,0
1303.39,530.02,472.15,974.22,15.89,997.34,5.84,4
2839.68,476.56,608.1,964.48,40.34,992.4,86.24,4
-5560.17,526.49,593.45,993.5,25.24,975.75,24.39,15
-3889.1,481.92,490.24,992.39,41.83,986.26,8.32,5
277.91,481.51,503.52,984.79,27.83,953.22,7.97,13
3385.06,510.05,514.57,975.16,25.44,981.45,5.19,0
-3204,484.58,534.24,950.73,22.53,993.07,112.44,10
-2072.05,426.15,454.52,969.79,1.09,976.54,9.44,0
1186.41,517.43,489.18,999.86,1.42,981.45,39.41,16
-1904.91,576.62,430.37,999.56,42.12,947.56,25.3,3
-644.63,442.93,508.71,999.76,24.06,984.4,16.68,4
442.77,542.62,436.95,962.48,6.53,934.4,18.79,13
-3389.92,504.49,518.71,991.05,22.23,994.84,38.66,2
5967.18,507.74,510.88,920.63,26.67,981.11,6.91,14
-4241.49,563.33,498.76,994.3,52.6,997.63,60.64,4
4221.93,523.97,491.93,997.12,25.22,989.32,18.96,20
-5045.58,418.11,567.38,945.97,25.74,984.6,109.39,5
-13325.05,460.48,548.48,982.01,1.7,907.47,2.03,20
-6005.44,490.65,554.92,944.18,22.62,977.07,6.11,21
3417.21,517.88,475.52,993.97,4.53,999.44,5.25,5
-6891.37,457.88,526.57,997.1,114.14,964.53,34.26,8
1999.51,541.97,427.81,996.02,7.54,903.98,2.58,4
-4352.74,495.79,529.4,994.55,7.3,957.83,4.13,7
11836.09,475.01,476.45,965.49,4.33,951.53,3.38,9
6979.24,523.72,534.09,984.61,10.22,969.56,24.09,16
-2436.49,476.31,477.46,905.2,6.77,979.31,3.54,1
-2144.54,491.79,526.95,968.79,6.31,992.1,0.02,2
2992.41,529.2,535.09,976.69,48.73,979.94,65.14,8
-841.68,429.29,428.79,942.24,4.93,997.4,3.41,16
-2929.4,522.77,502.23,959.26,13.26,994.42,4.6,3
-8483.03,439.76,507.14,811.52,51.44,984.64,2.07,22
392.08,492.56,440.66,969.52,40.66,992.14,5.35,22
-491.61,538.8,454.09,989.67,1.41,968.25,15.32,12
3575.75,517.09,442.49,985.02,1.24,891.05,34.2,15
8598.22,522.43,532.19,949.76,61.98,943.55,94.54,2
-2486.68,463.77,419.87,961.09,22.65,994.42,18.27,21
-4832.03,509.85,505.62,990.94,34.88,981.54,3.83,14
5487.74,475.45,470.29,988.24,24.17,994.88,12.95,7
5877.02,582.01,487.12,984.13,9.1,994.71,1.62,4
6377.28,595.4,420.22,973.98,27.01,980.77,12.37,23
4720.92,544.87,446.73,957.36,17.24,981.49,58.07,19
4485.71,573.68,578.19,997.83,157.81,927.37,14.34,1
-2552.07,441.59,526.59,967.59,6.39,960.83,9,8
-4588.45,472.08,493.48,950.61,9.27,989.66,9.46,5
6316.77,486.3,430.86,992.48,69.9,870.75,8.5,2
3670.42,494.64,421.76,945.37,7.72,993.23,0.84,10
14082.44,510.16,459.11,989.54,2.83,994.29,6.83,18
312.6,441.29,512.05,995.74,16.35,986.37,97.23,21
-6022.21,450.31,515.54,991.44,25.58,994.66,20.76,8
3466.48,501.37,522.28,988.87,17.03,998.93,1.15,0
11897.4,478.42,420.59,952.84,3.75,976.29,54.2,22
1810.46,504.95,575.06,995.25,14.49,998.32,4.21,7
-7646.13,512.74,580.36,995.61,12.09,996.51,3.59,4
7434,601.22,520.3,994.77,79.2,937.27,105.85,5
2158.2,434.23,460.94,946.48,13.83,996.85,50.59,19
9466.92,527.97,487.01,887.82,22.74,956.79,63.15,12
1853.06,465.89,446.91,927.21,56.24,904.52,30.37,13
5842.93,444.49,486.28,993.93,5.24,935.51,65.43,6
12935.15,521.01,437.79,999.77,11.09,998.68,51.49,22
-1635.01,535.93,457.92,964.8,22.31,959.84,1.25,0
2512.7,488.59,516.52,994.93,1.27,986.39,13.96,9
3455.13,468.34,549.13,991.47,5.91,929.04,15.83,7
-4325.52,530.33,532.3,976.88,13.52,992.73,21.26,14
13810.34,475.78,486.08,992.3,12.32,993.84,1.98,5
2259.44,441.04,474.15,996.09,0.85,989.32,29.19,10
323.99,551.49,526.01,991.6,94.23,991.18,36.88,17
-6080.75,459.53,471.84,953.22,5.73,949.57,14.53,23
-1448.07,589.78,464.69,976.91,1.37,974.18,34.55,10
-5870.48,526.77,479.76,931.87,91.11,977.17,25.76,20
-4923.25,489.04,502.77,911.86,8.4,965.81,1.31,20
4608.46,518.61,436.1,996.07,60.55,904.34,4.94,8
4746.91,602.57,479.17,972.64,63.44,996.29,5.16,8
2456.93,515.93,499.98,984.84,32.47,991.46,6.79,15
-2473,451.74,513.13,948.92,6.87,954.19,5.97,6
-5829.06,521.08,464.3,886.07,80.68,970.04,25.48,19
-13521.25,479.31,517.38,988.77,18.03,999.26,8.45,18
8656.21,542.31,445.1,997.85,0.82,985.27,10.93,13
-2256.4,559.88,516.12,995.7,19.86,988.38,30.79,3
302.02,494.45,487.59,988.03,6.07,953.03,5.42,12
8714.92,598.79,532.31,965.63,134.51,887.39,88.76,7
9862.34,516.47,481.71,989.73,9.59,988.14,10.33,17
-746.36,564.62,501.69,972.32,5.2,999.02,5.86,5
1523.02,541.2,461.81,988.26,29.64,988.19,9.71,6
-6059.9,394.83,513.74,977.89,13.31,993.58,41.52,21
1560.62,598.83,446.23,956.86,136.2,939.2,21.64,17
-918.4,517.45,515.17,997.12,20.37,997.52,0.37,22
-2864.82,561.86,546.52,988.28,24.82,997.26,11.94,13
4588.82,604.08,495.46,990.54,162.6,998.83,18.25,14
3071.82,427.84,466.77,984.46,29.48,982.32,4.49,8
-5117.05,559.12,441.33,955.05,37.27,993.95,13.44,10
9185.8,542.29,495.86,994.25,5.29,990.7,5.37,14
-2793.52,502.92,545.74,955.21,34.78,993.51,80.06,6
1302.3,521.92,530.15,924.81,1.38,979,6.99,15
-407.41,514.76,509.65,980.09,96.07,999.11,109.84,12
-9562.48,439.07,565.04,996.14,18.06,996.03,6.28,2
-317.41,433.1,524.23,975.87,5.75,993.21,11.24,6
286,496.71,578.1,926.34,36.7,993.31,53.9,19
-10510.77,438.35,497.18,959.63,29.42,945.58,30.37,19
5236.68,624.73,540.88,985.18,42.65,996.07,13.87,1
-155.02,476.46,508.79,997.79,28.09,988.99,39.57,14
1221.81,571.42,436.52,971.74,10.44,994.05,6.9,14
2487.85,513.51,454.66,976.65,7.71,986.36,3.36,18
-2325.75,476.09,440.78,987.23,9.31,971.65,17.65,1
-6737.99,429.77,602.54,996.04,1.35,998.6,6.21,6
-5775.09,437.13,464.75,932.39,60.92,971.35,54.77,16
-3444.24,498.51,509.84,965.31,25.77,992.72,14.14,20
6253.34,523.66,502.03,990.25,6.04,976.57,6.85,21
-5514.69,436.18,492.12,982.34,16.25,978.63,19.35,7
7308.53,463.17,439.1,988.71,6.32,958.27,20.86,19
11613.4,526.21,486.82,989.81,7.98,996.07,16.69,2
3935.64,542.15,537.75,979.39,63.18,992.8,64.33,7
7440.47,578.31,481.52,990.22,58.28,982.4,4.47,3
-4131.4,421.16,456.08,999.28,29.09,993.35,13.91,11
-5405.47,458.57,579.23,993.53,9.38,995.23,8.74,12
905.56,525.39,575.22,956.62,23.9,962.06,77.24,6
-884.41,495.3,519.09,979.68,51.93,977.88,3.91,1
7472.98,518.8,501.45,992.24,35.31,968.56,5.92,7
-2002.12,461.77,483.78,974.29,32.74,992.77,4.98,23
-11354.85,444.63,572.88,998.02,11.33,995.76,38.17,23
-1814.8,433.23,491.52,985.53,60.01,990.63,3.41,16
-4044.87,457.18,454.85,932.4,14.69,919.82,20.35,9
-455.01,397.43,611.22,809.26,4.41,984.9,61.79,23
7081.24,520.88,454.01,955.75,48.7,967.88,5.15,2
-7531.99,485.29,478.83,906.06,59.99,974.76,2.03,21
8176.86,507.26,465.46,967.03,2.52,996.28,23.35,20
1452.5,544.5,582.99,983.4,60.83,980.65,45.1,1
1136.19,508.46,385.31,976.24,31.31,917.8,30.9,12
542.34,496.12,523.94,946,6.5,997.68,12.9,17
12160.27,555.37,530.89,972.01,53.43,953.05,0.82,0
-2512.07,527.19,551.08,975.5,10.52,998.51,30.41,1
1966.04,532.08,535.85,999.08,20.06,959.95,17.38,19
3120.56,467.98,513.84,990.12,27.64,998.44,21.26,9
-1132.16,522.47,579.53,982.18,86.76,959.57,66.82,14
7235.29,565.52,532.79,991.23,16.85,977.87,79.66,19
-7683.09,487.13,427.31,990.58,26.41,955.37,19.92,18
-2445.31,557.89,579.33,920.42,59.31,998.45,44.79,23
-1042.43,506.4,468.59,973.49,100.9,940.96,17.88,2
10350.7,500.14,414.27,994.47,6.01,999.52,0.7,4
-1390.35,512.32,449.34,970.77,46.57,993.16,16.48,21
7133.89,552.24,489.93,990.97,53.86,932.08,86.8,22
-10574.67,420.77,538.76,897.38,66.57,967.68,155.28,19
-8107.19,318.92,482.57,834.35,5.68,996.09,30.29,23
-8566.24,502.91,438.56,819.87,55.09,829.17,4,20
2239.79,469.14,425.33,896.75,36.05,933.86,24.67,3
3029.72,509.3,498.32,964.27,8.31,979.84,22.62,5
-2132.65,430.17,506.34,971.41,59.6,929.82,31.18,17
3868.68,437.49,492.6,995.39,8.32,933.45,16.57,5
7186.33,521.82,469.94,973.49,7.36,999.4,34.06,2
2357.32,507.59,521.35,996.7,2.89,983.19,41.88,15
-1883.08,584.92,473.78,993.4,41.42,986.92,11.85,4
-10591.57,542.41,557.74,993.71,28.85,974.46,27.71,19
-2521.53,492.53,674.31,971.48,42.78,996.42,41.68,10
-3043.23,441.66,526.2,992.74,8.08,983.31,32.77,21
-5430.81,491.91,473.01,911.58,16.7,984.86,21.27,2
10879.9,527.29,534.71,986.39,22.76,975.53,38.09,14
-263.12,477.95,457.58,952.21,11.68,990.62,5.82,12
-6789.99,467.7,463.45,999.32,0.8,981.27,36.57,1
989.61,472.82,484.11,986.9,3.41,941.73,13.53,4
6250.88,507.43,385.69,973.01,29.15,853.29,61.1,8
-13826.73,404.22,552.72,993.43,1.95,997.46,2.67,19
4135.36,509.4,547.04,953.59,18.52,999.09,5.25,21
10725.14,526.98,438.89,994.66,5.24,992.41,18.66,9
-392.58,434.96,433.39,988.02,12.78,988.92,5.11,17
8183.64,497.78,464.2,984.14,52.62,980.76,14.74,5
-1147.46,497.85,502.19,971.62,29.82,995.58,29.46,23
-1326.04,484.96,535.27,963.83,87.14,970.99,115.26,2
-799.66,465.17,499.77,987.1,11.61,970.76,19.95,0
10297.64,534,490.44,984.13,14.06,959.23,58.56,5
-11666.05,495.91,559.15,995.08,1.25,990.77,5,1
1064.47,482.85,453.77,912.24,148.42,962.98,34.21,15
11220.15,589.13,525.88,993.45,4.29,996.93,11.93,0
-3256.17,530.47,585.35,959.2,13.81,971.53,12.55,6
1315.42,475.47,383.75,977.36,0.15,944.16,3.35,5
-11331.29,483.27,591.58,996.6,3.56,996.5,34.53,11
-3803.13,591.61,539.15,981.19,94.19,978.3,90.8,22
-3385.13,446.54,508.53,985.06,35.83,980.35,5.61,0
-4748.73,527.08,485.02,978.93,27.15,981.76,23.52,19
-3262.66,461.94,504.82,964.19,75.17,954,5.6,3
5028.2,568.9,468.34,999.85,28.14,974.63,3.91,23
-10169.03,508.54,508.51,983.34,65.5,991.55,52.97,5
2005.94,532.27,547.17,992.84,30.49,999.79,3.57,9
13223.49,533.69,389,969.58,12.08,997.25,25.99,14
5515.66,503.21,463.35,959.05,24.67,990.87,38.51,23
7760.59,580.31,439.89,992.19,21.35,989.51,14.39,18
1603.98,496.69,547.11,999.55,27.4,992.68,18.95,7
-5008.88,514.23,490.51,949.7,7.22,993.5,3.16,18
-8768.22,526.46,632.78,990.77,34.42,995.54,18.43,14
4545.67,514.54,461.22,995.82,77.55,987.78,14.9,13
2691.69,451.36,565.03,992.75,26.19,988.42,14.6,9
-6766.33,526.47,577.82,972.35,11.28,998.76,18.88,19
-4496.83,527.75,534,997.11,3.9,972.82,10.57,0
-1022.34,532.74,510.59,975.36,81.7,912.8,4.86,15
385.62,487.07,511.51,999.69,2.73,984.19,22.68,6
-7299.8,465.37,518.29,965.22,15.41,984.85,1.99,5
5700.11,516.81,474.31,994.79,9.26,995.37,9.41,10
6467.69,522.41,518.59,972.55,0.28,998.6,11.09,0
7652.11,557.06,504.29,994.06,21.17,988.93,15.67,7
-744.76,587.35,569.43,947.85,33.94,986.05,7.03,2
-2513.29,465.73,468.81,998.29,9.34,968.77,10.68,1
-1143.44,550.67,442.22,940.09,130.11,992.51,46.02,17
4352.86,560.37,431.09,898.59,46.57,891.69,91.01,16
-2295.96,491.71,548.25,992.38,18.47,995.38,15.53,4
-2867.17,457.72,534.82,954.04,7.83,971.32,22.73,22
-5411.79,485.85,509.68,991.79,7.83,998.05,7.6,6
-2546.43,549.34,599.26,900.21,20.31,951.51,36.84,2
4944.53,557.05,479.93,966.44,8.73,965.54,52.33,14
-14573.44,413.22,505.34,879.3,7.18,994.44,30.95,23
-9185.59,484.62,534.37,979.05,35.3,961.33,13.16,8
799.67,476.96,454.95,959.4,6.11,985.81,6.56,0
5872.73,603.2,443.87,978.02,36.32,993.94,3.97,15
-1962.28,578.52,532.55,990.35,7.65,990.41,20.96,3
-5467.98,453,509.12,968.25,0.66,979.15,85.52,23
-3915.32,365.43,375.1,862.13,54.57,936.77,9.16,23
2060.19,458.19,497.34,992.89,3.89,984.62,12.87,23
-4966.2,439.56,591.54,960.44,44.1,987.59,128.34,10
4332.8,484.79,524.92,949.91,4.01,973.94,13.72,4
911.75,485.36,523.24,999.69,51.91,994.87,17.54,9
537.67,520.74,431.42,995.77,27.39,998.57,9.74,0
795.13,539.8,518.87,998.64,9.11,997.62,16.38,11
-5709.12,497.67,510.3,968.24,21.98,994.9,8.07,21
8051.26,544.16,467.03,999.65,0.71,967.72,13.37,13
-1791.69,467.29,508.01,998.89,47.72,988.73,1.43,19
-1159.72,532.75,581.07,970.25,6.2,999.12,47.87,22
13783.55,579.59,479.79,997.01,28.2,992.76,5.07,21
1970.95,445.64,343.42,943.76,21.56,837.35,21.34,23
-7670.77,457.47,488.81,991.39,42.95,997,34.88,10
10716.36,551.08,474.51,984.06,27.4,987.46,20.88,0
-6418.42,537.57,507.64,971.58,27.79,964.87,24.76,13
-1052.98,505.55,543.08,994.33,15.72,994.08,3.39,2
-2234.81,572.37,447.13,919.15,87.26,957.16,12.28,16
-6906.55,450.98,562.29,986.27,35.21,999.18,48.36,7
4676.83,517.18,486.33,980.2,6.71,975.29,66.09,21
-1820.62,531.52,549.14,982.01,31.18,997.3,57.02,19
964.83,521.11,427.48,952.23,49.46,968.09,19.72,20
9060.47,542.18,528.88,988.38,67.29,979.68,17.41,5
6481.91,527.16,490.96,993.9,20.9,977.5,15.48,17
-4561.38,446.17,493.28,981.98,31.89,972.62,8.83,1
-520.85,463.74,533,998.37,6.84,976.75,28.08,12
-879.3,501.98,555.11,971.21,39.9,983.37,25.76,19
-6125.25,493.38,487.72,968.11,37.26,983.95,13.38,8
-4617.06,590.77,501.23,927.4,49.7,981.34,15.42,9
3418.03,467.74,395.78,982.12,11.89,975.27,3.12,7
-3355,586.96,536.23,985.28,12.36,982.08,21.2,1
428.87,450.24,471.19,980.69,1.6,978.35,7.69,20
4385.3,559.14,469.61,996.08,68.26,851.36,57.39,2
-1252.6,488.99,467.01,989.77,34.19,969.58,15.25,22
-1233.09,477.48,439.53,975.26,13.9,977.37,22.41,17
8162.68,489.26,577.25,948.56,12.75,989.26,77.74,6
-433.03,530.41,511.42,999.31,3.2,995.81,3.93,19
-458.61,559.86,479.29,983.61,27.88,948.4,11.85,19
12365.69,492.81,460.39,957.77,12.8,964.31,7.82,12
3088.32,580.5,483.95,988.88,49.81,978.93,58.9,11
-1351.89,498.57,541.28,999.1,0.41,997.88,3.5,15
-2713.32,513.47,623.47,990.08,12.83,996.86,81.69,14
-4279.45,472.93,502.97,999.95,13.58,965.04,5.22,21
1268.02,469.52,505.54,965.2,36.76,951.58,54.4,9
-3794.65,534.02,579.47,997.25,36.22,992.55,19.97,13
4183.63,461.64,445.28,981.57,3.69,963.24,6.24,10
7221.72,497.79,404.3,982.93,18.32,868.95,65.86,13
426.04,527.37,498.47,999.87,48.77,953.8,5.7,6
-6740.24,502.36,461.12,984.3,15.6,994.06,4.25,8
3688.28,467.09,576.75,989.54,22.27,982.32,9.99,18
1939.57,499.02,509.91,980.98,1.01,967.77,37.42,3
-665.33,539.4,490.8,987.19,2.74,982.4,9.05,22
7768.05,580.38,439.45,991.32,37.57,996.82,12.58,21
-5796.96,472.86,489.82,961.92,46.75,977.97,21.29,2
-7786.23,473.4,587.13,962.42,27.96,996.95,69.5,7
-9514.7,437.44,495.95,955.67,4.38,980.44,33.39,17
-6493.67,584.91,511.45,989.39,52.22,953.71,35.44,1
-452.26,476.17,504.31,990.94,2.43,948.18,8.98,21
-8412.86,499.38,559.41,932.69,25.22,992.17,41.14,15
3086.03,479.26,506.54,993.94,3.5,986.92,31.81,14
1695.66,497.15,469.27,976.8,12.99,992.47,13.46,13
4740.61,579.64,537.15,984.13,19.56,988.67,1.48,2
3125.62,484.35,501.38,996.49,7.9,999.94,24.53,16
4232.27,563.51,408.25,942.54,79.59,990.52,9.81,12
-1329.75,557.53,482.89,982.22,58.22,993.81,30.99,15
5950.88,500.22,501.22,995.72,9.24,965.69,17.36,19
-10892.55,412.86,516.92,964.62,10.15,984.37,30.14,16
-6902.97,527.39,581.82,971.44,2.53,932.5,137.51,11
4684.29,487.48,422.32,993.51,23.8,934.51,8.49,6
2872.93,483.16,436.3,982.54,26.65,998.21,7.41,6
2438.32,586.7,457.03,954.87,20.18,988.98,3.51,1
-4691.93,474.41,500.28,992.4,20.36,980.94,47.09,0
-2094.18,492.71,485.47,985.56,12.64,954.73,15.56,13
-5173.66,501.52,553.45,989.82,25.52,973.62,6.34,20
1351.24,429.62,508.22,977.58,2.88,966.72,56.81,7
3444.96,516.62,522.15,932.33,28.95,976.32,55,14
10090.31,496.84,436.56,991.54,4.13,987.63,9.16,6
-2280.64,390.24,485.9,997.82,42.52,941.06,61.13,15
-6146.57,536.66,532.22,987.37,26.08,995.37,10.1,12
4648.3,423.48,536.74,971.35,22.29,999.36,16.3,2
-3978.39,445.15,430.82,948.66,11.39,973.66,9.26,2
-3053.92,491.24,593.04,982.73,2.46,993.28,20.1,11
7991.91,526.52,476.51,991.18,54.82,998.01,6.1,13
3761.82,579.04,561.7,981.95,20.91,994.69,44.38,15
5142.81,589.69,577.18,993.03,7.61,961,43.88,21
4497.76,521.35,429.67,991.25,6.82,984.4,4.82,18
-3888.27,436.35,485.01,989,12.8,986.17,25.83,0
-1199.53,489.15,457.61,993.91,21.39,992.23,2.06,14
6371.07,506.35,450.93,993.22,28.94,993.22,6.73,13
8175.49,551.69,495.94,915.38,20.75,931.65,38.54,21
1312.43,489.03,501.41,944.93,12.06,995.84,20.23,11
4984.03,519.63,570.23,989.67,21.72,995.25,22.69,21
-626.86,493.64,446.43,977.34,6.28,927.43,9.93,14
1228.98,502.05,445.26,970.25,0.98,989.76,1.04,20
3233.54,478.78,425.81,990.67,25.54,894.32,0.69,22
1651.93,515.61,529.77,927.74,19.7,939.32,73.23,6
3889.73,537.77,412.29,975.24,71.96,962.91,1.15,23
1022.49,532.89,519.29,972.8,11.3,920.93,41.27,10
8504.91,442.87,473.07,978.08,20.48,997.74,16.16,12
579.41,460.43,490.13,999.19,16.01,982.86,0.83,8
6533.96,518.67,479.8,996.75,23.93,926.42,24.89,5
-11597.36,524.56,535.97,993.28,75.1,986.26,28.91,1
-5744.64,440.88,498.92,994.4,23.15,999.68,20.35,3
3897.34,547.72,420.72,996.14,31.81,934.67,45.89,20
-8547.72,453.36,534.03,983.44,3.72,999.01,12.84,22
307.83,535.21,500.08,981.45,3.84,989.45,16.45,4
9969.14,509.4,470.7,996.48,0.73,991.87,6.63,17
593.02,529.41,454.33,952.16,19.23,977.66,3.66,23
-774.13,549.71,493.3,987.62,31.28,973.34,3.01,12
3101.62,482.09,487.45,962.2,11.64,960.1,24.8,4
-2833.92,459.44,452.85,978.9,5.39,998.65,7.01,13
5970.72,520.36,472.84,950.36,30.41,973.3,90.85,19
-2242.95,477.51,531.71,996.19,4.61,996.75,23.83,19
2857.76,476.48,462.9,951.58,42.43,986.23,6.85,15
-8491.18,438.37,485.09,962.2,8.31,960.33,7.81,13
2138.14,539.53,503.29,997.82,22.55,949.9,65.82,10
-8116.24,506.69,608.22,949.16,7.59,994.56,26.72,3
2341.17,485.97,522.79,926.72,30.53,975.46,26.75,8
5805.76,538.5,484.86,994.15,11.26,976.26,17.59,23
2524.36,576.02,494.59,980.27,59,997.89,40.91,6
2121.21,491.78,467.05,931.39,17.26,990.03,20,15
1118.52,445.13,556.1,994.99,48.32,980.74,74.13,7
209.06,530.46,489.57,981.85,19.6,975.19,4.95,3
3812.89,546.76,503.6,981.91,17.57,957.91,2.65,15
2331.85,493.68,524.2,989.12,3.63,989.36,28.74,16
7524.35,468.31,466.22,931.34,10.29,902.75,113.19,0
-4109.49,415.14,541.36,991.02,0.55,969.7,11.94,13
-13459.75,496.35,527.79,955,8.05,991.31,11.55,15
-7216.62,492.78,533.6,987.4,39.6,985.88,4.73,1
1117.91,562.84,492.73,982.33,38.02,936.18,33.24,13
-5035.52,360.45,447.51,866.21,37.69,985.95,8.45,15
259.99,568.03,528.6,986.66,57.95,993.01,55.73,5
7894.72,492.44,459.09,999.36,17.5,880.6,0.88,11
1180.49,591.25,495.95,963.87,44.5,952.96,17.82,15
5661.61,428.71,408.82,984.16,11.47,954.97,12.5,23
86.11,513.35,553.5,996.99,6.53,973.25,57.38,6
-2772.67,459.38,553.26,968.93,41.01,993.07,46.37,16
1680.15,460.49,464.53,954.08,6.75,978.21,1.83,14
-811.66,467.11,464.61,996.33,4.66,966.33,32.17,23
-11591.38,490.88,557.62,990.39,0.6,978.77,7.47,20
16874.59,623.99,436.26,993.75,39,959.5,46.4,7
8473.81,554.41,468.24,994.6,20.44,969.58,19.59,9
-3110.9,466.94,446.12,995.3,23.22,968.63,23.37,0
-934.41,504.28,535.43,958.02,22.37,972.69,39.57,3
-4110.89,445.35,541.04,971.53,69.67,987.85,0.58,2
-3710.51,480.19,575.33,996.54,37.89,993.42,52.04,8
5525.45,514.2,430.46,992.47,16.54,898.62,59.93,13
-701.55,560.84,514.12,984.93,46.4,950.7,2.29,1
8039.81,474.7,452.27,951.02,17.19,973.01,18.96,8
3782.99,517.56,461.49,997.32,17.17,988.24,13.92,7
-7553.38,500.23,516.39,932.6,10.33,988.82,10.9,12
7090.44,520.25,491.76,986.61,6.73,999.71,53.58,1
-2180.65,492.62,497.88,957.29,2.01,997.12,5.36,6
7423.08,527.96,432.39,987.2,48.93,963.08,10.43,15
1348.09,550.2,482.04,970.42,10.95,986.55,19.72,19
-55.45,498.13,499.56,937.46,17.35,926.19,16.45,4
-1335.02,522.76,508.5,994.21,1.69,992.94,14.25,8
3183.06,579.42,462.49,973.74,10.02,947.24,28.56,11
-3658.97,521.09,481.98,990.27,12.56,997.5,27.19,12
-4228.06,518.32,549.79,990.9,15.14,990.29,20.81,0
-3636.56,445.84,548.11,948.95,11.83,985.24,26.15,11
-1073.29,555.57,461.71,913.86,96.89,976.46,12.22,3
5746.1,424.01,456.32,926.45,58.17,969.72,11.67,1
-4641.4,423.53,536.74,968.79,10.67,936.11,2.67,21
-2688.43,532.39,548.83,976.96,10.88,946.8,55.35,9
2126.27,517.7,549.57,954.53,34.57,993.88,1.55,18
-2067.77,572.6,564.04,975.37,34.17,991.42,6.78,6
-7392.73,420.65,493.07,911.07,2.56,944.42,33.92,18
11380.57,535.83,445.27,990.22,32.75,926,13.81,20
4259.32,467.09,465.46,968.8,35.62,932.07,7.52,4
4153.53,509.48,547.13,985.62,0.28,934.68,26.11,21
805.62,428.89,470.26,986.84,7.63,917.97,25.5,18
-121.27,500.91,568.58,987.82,16.32,983.65,34.69,19
-4669.75,495.64,562.82,968.34,7.14,993.64,89.98,1
13369.29,570.73,449.65,998.5,1.87,951.28,11.2,4
-4873.72,467.33,544.56,968.04,2.25,985.9,17.73,11
-6577.86,545.88,520.32,990.11,35,961.8,2.79,22
-7569.74,461.82,486.29,979.7,1.97,997.57,1.57,18
-1301.12,539.78,502,969.61,2.71,977.72,27.04,4
173.59,473,425.99,935.42,46.37,993.62,4.95,22
1682.14,489.54,484.06,994.7,17.23,961.71,10.95,6
-4808.35,528.39,560.09,974.69,103.97,971.93,44.32,4
5554.01,494.47,467.55,997.69,2.59,967.02,35.94,8
2173.13,507.52,487.2,990.13,4.2,997.51,10.27,5
1475.87,493.41,452.47,995.22,22.23,977.76,21.97,6
5490.44,508.82,520.43,941.68,55.4,988.35,6.89,3
-277.45,502.51,559.7,988.84,5.86,999.67,7.66,10
-1711.31,493.76,422.07,995.46,17.55,965.01,17.77,22
7699.54,531.84,526.21,998.19,0,965.51,16.73,10
-5608.37,524.04,541.2,986.97,26.39,992.63,0.12,17
8721.3,489.63,396.3,991.89,8.64,990.34,95.77,3
-798.5,536.97,542.91,996.92,27.99,962.15,14.18,20
-10233.92,456.58,470.04,987.1,5.01,973.47,7.25,7
10795.48,540.96,515.77,983.98,18.32,965.59,67.52,17
5007.84,482.41,533.05,993.42,39.41,980.45,68.82,9
-2767.37,464.29,502.04,990.38,5.56,987.07,3.61,22
2989.12,540.74,418.32,977.72,22.27,976.71,8.53,22
4337.3,494.7,480.1,992.24,54.96,989.49,6.41,2
1794.96,522.24,477.36,965.32,5.09,994.76,16.9,4
-2289.5,557.59,577.49,999.06,9.89,989.84,6.83,5
-509.31,583.56,540.11,994.43,51.23,948.67,44.52,13
-3435.51,505.07,502.99,976.2,24.82,973.95,42.31,9
-854.73,449.81,471.17,942.86,8.14,991.61,18.24,4
5056.3,543.87,403.42,972.87,0,964.84,23.32,7
-13013.83,525.05,449.56,984.06,16.55,980.11,2.45,19
9133.02,543.37,490.75,990.91,15.53,966.54,33.77,8
-1547.55,497.6,506.96,942.4,12.3,977.03,4.69,21
-4640.59,568.42,558.09,999.68,23.92,992.52,12.91,12
-4413.96,474.75,503.74,975.31,29.43,940.65,26.93,2
-889.69,461.93,481.27,965.76,19.96,992.52,16.76,13
-2740.13,484.81,545.7,999.63,14.6,960.1,11.81,14
-6653.42,445.6,531.4,928.7,38.32,970.65,9.59,23
5228.96,611.18,521.37,982.45,84.89,992.47,54.43,9
15682,633.08,402.07,996.6,0.16,991.68,0.12,8
814.39,467.92,450.59,983.74,7.95,975.75,5.8,13
8892.99,608.36,545.47,981.48,87.83,972.8,10.6,11
-6367.05,544.88,540.8,974.33,59.57,999.52,4.4,5
-6954.84,466.86,515.51,964.98,43.55,973.42,1.74,16
11266.91,514.41,425.11,996.31,80.92,875.53,42.06,18
3379.26,545.12,410.16,982.19,14.37,994.07,26.05,18
4459.76,503,487.97,994.48,29.96,980.77,35.23,6
